"# Q_diag=[0.0001, 0.0001, 0.01], R_diag=[0.01, 0.00121]"
timestamp,state_size,elapsed
1760527976.3853276,3,0.0032811569999466883
1760527976.5907862,3,0.003288781000264862
1760527976.7898245,3,0.0029076659998281684
1760527976.989605,3,0.0032114260002344963
1760527977.1902926,3,0.002994018000208598
1760527977.3879313,3,0.003095288000167784
1760527977.589228,3,0.003073237000080553
1760527977.7975852,3,0.0030502429999614833
1760527977.993377,3,0.003156824000143388
1760527978.1905413,4,0.0030857500000820437
1760527978.3918839,4,0.00323540099998354
1760527978.5935836,5,0.003079397999954381
1760527978.7937195,6,0.003345617999912065
1760527978.9947186,6,0.0034126939999623573
1760527979.1949427,8,0.00379674400028307
1760527979.39601,8,0.0035659909999594674
1760527979.5976975,8,0.0033865240002342034
1760527979.7968416,8,0.0032229080002252886
1760527979.999796,8,0.0033498659995530033
1760527980.1975129,8,0.003089987999828736
1760527980.401515,8,0.0034069429998453415
1760527980.602259,9,0.0032216949998655764
1760527980.801356,9,0.0034230119999847375
1760527981.004065,9,0.003306443999917974
1760527981.20198,9,0.003310952000447287
1760527981.4030404,10,0.003448479999860865
1760527981.6025155,11,0.00331109299986565
1760527981.805399,11,0.003279935000136902
1760527982.0041497,11,0.0030210989998522564
1760527982.207536,11,0.003551254000285553
1760527982.404498,11,0.003151073000026372
1760527982.606122,11,0.003512891999889689
1760527982.8076417,12,0.003404408000278636
1760527983.0099049,13,0.00340960699986681
1760527983.2077334,13,0.003325981000216416
1760527983.408838,13,0.00347574200031886
1760527983.610081,13,0.0038638699998045922
1760527983.8102443,13,0.0034883060002357524
1760527984.0109258,13,0.00393398200003503
1760527984.2130198,13,0.0036319850000836595
1760527984.412311,13,0.0034460759998182766
1760527984.6128132,13,0.00364973799969448
1760527984.8145502,13,0.0035894050001843425
1760527985.0167308,13,0.0034563949998300814
1760527985.2142088,13,0.0035363150000193855
1760527985.4184017,13,0.0036825600000156555
1760527985.6164927,14,0.0035099560000162455
1760527985.817827,15,0.0038015929999346554
1760527986.0253134,15,0.003756768999664928
1760527986.218503,16,0.0039029139998092433
1760527986.419558,16,0.0041620900001362315
1760527986.6206098,16,0.0044032519999746
1760527986.8207316,18,0.004090967000138335
1760527987.0228925,18,0.0038568969998777902
1760527987.2251139,20,0.003925196000182041
1760527987.4226227,20,0.004266336000000592
1760527987.624432,20,0.004318633999901067
1760527987.8859048,20,0.0040613500000290514
1760527988.027513,20,0.00436448999971617
1760527988.2263987,20,0.004550458999801776
1760527988.426207,20,0.004613366999819846
1760527988.6363163,20,0.004398282999773073
1760527988.8277376,20,0.004439660000116419
1760527989.0281312,20,0.004205000000183645
1760527989.2289917,20,0.004364869999790244
1760527989.4295008,20,0.004608877999999095
1760527989.6370978,21,0.005219834000399715
1760527989.8309314,21,0.004490997000175412
1760527990.0352185,23,0.004775461000008363
1760527990.232665,23,0.004821326999717712
1760527990.4339693,23,0.004270072000053915
1760527990.6340644,23,0.004540190000170696
1760527990.8354204,23,0.004630077999991045
1760527991.0353298,23,0.004367525999896316
1760527991.2356887,23,0.0045168159999775526
1760527991.4388158,23,0.004798925000159215
1760527991.637915,23,0.00413228400020671
1760527991.8380253,24,0.00437773500016192
1760527992.0396616,24,0.004676724999626458
1760527992.2400029,24,0.004158953999649384
1760527992.4397933,24,0.004054247999647487
1760527992.6484222,24,0.004369960000076389
1760527992.8430722,24,0.0035719129996323318
1760527993.0467904,24,0.00469479000003048
1760527993.2465644,24,0.004162921999977698
1760527993.4436944,24,0.004573863000132405
1760527993.6456773,26,0.004767095000261179
1760527993.845467,26,0.004278829000213591
1760527994.0492,28,0.004365773000245099
1760527994.2462246,28,0.005086204999770416
1760527994.4500115,28,0.004959587000030297
1760527994.6486347,28,0.005252565999853687
1760527994.8484035,28,0.0047350549998554925
1760527995.0482802,29,0.004688168000029691
1760527995.2506886,30,0.005322777999936079
1760527995.4555392,30,0.005316877000041131
1760527995.651488,30,0.005470093999974779
1760527995.8538437,31,0.0063334639999084175
1760527996.0537236,32,0.006347930999709206
1760527996.254102,32,0.006075651000173821
1760527996.457726,32,0.00533871800007546
1760527996.6581357,32,0.005298051999943709
1760527997.0573335,32,0.004880418000084319
1760527997.2568676,32,0.005746393000208627
1760527997.4571986,34,0.005648520000249846
1760527997.659937,34,0.006680685999981506
1760527997.8658645,34,0.0073235019999629
1760527998.0602732,34,0.005686009999863018
1760527998.2608542,34,0.004997396999897319
1760527998.4621387,34,0.006816179999987071
1760527998.662721,34,0.00679836700010128
1760527998.8655994,36,0.007051542000226618
1760527999.0659072,36,0.007614548000219656
1760527999.2652118,36,0.007341767000070831
1760527999.4653609,39,0.006975880000027246
1760527999.6686304,39,0.008066877000146633
1760527999.8686337,39,0.007104401000106009
1760528000.068107,40,0.007568883000203641
1760528000.272183,40,0.007760441999835166
1760528000.67042,40,0.007179502000326465
1760528000.869825,40,0.0064039569997476065
1760528001.0732896,40,0.0058747830003085255
1760528001.271936,40,0.006277339000007487
1760528001.474785,40,0.006592010000076698
1760528001.6737702,40,0.005447912999898108
1760528001.8717916,41,0.005313269999987824
1760528002.0758326,42,0.007406488000015088
1760528002.2765586,42,0.007293235999895842
1760528002.4866664,42,0.005960365000191814
1760528002.6784227,42,0.005893177999951149
1760528002.880006,43,0.006385843000316527
1760528003.0812604,43,0.008106441999643721
1760528003.278879,44,0.007922486000097706
1760528003.4838269,46,0.008288392999929783
1760528003.6847653,46,0.008830059000047186
1760528003.8848608,46,0.008166383999650861
1760528004.0844982,46,0.007688306999625638
1760528004.2865062,47,0.008199246000003768
1760528004.4854279,48,0.006977142999858188
1760528004.689295,48,0.009643124999911379
1760528004.8895118,48,0.010166356999889103
1760528005.092864,48,0.008585018999838212
1760528005.2869177,49,0.00841418900017743
1760528005.488501,49,0.009892823999962275
1760528005.688094,49,0.009235649999936868
